,iata,iso,name,continent,type,lat,lon,size,status
3295,GJA,HN,La Laguna Airport,NA,airport,16.445,-85.90583,medium,1
3296,PEU,HN,Puerto Lempira Airport,NA,airport,15.216667,-83.76667,small,1
3297,RTB,HN,Juan Manuel Galvez International Airport,NA,airport,16.318209,-86.52722,medium,1
3298,SDH,HN,,NA,airport,14.777222,-88.77639,small,1
3299,RUY,HN,Copan Ruinas Airport,NA,airport,15.0,-88.0,small,1
3300,XPL,HN,Coronel Enrique Soto Cano Air Base,NA,airport,14.416667,-87.61667,medium,1
3301,TEA,HN,Tela Airport,NA,airport,15.771667,-87.48778,medium,1
3302,TGU,HN,,NA,airport,14.060123,-87.21972,medium,1
3303,TJI,HN,Trujillo Airport,NA,airport,15.925833,-85.939445,medium,1
3304,SCD,HN,Sulaco Airport,NA,airport,14.916111,-87.26667,small,1
3305,UII,HN,Utila Airport,NA,airport,16.091667,-86.8875,small,1
3306,MJG,PR,Areopuerto Internacional Michael Gonzalez,NA,airport,21.758333,-79.0,small,1
3307,OCJ,JM,Boscobel Aerodrome,NA,airport,18.400557,-76.96972,medium,1
3308,KIN,JM,Norman Manley International Airport,NA,airport,17.93775,-76.77816,large,1
3309,MBJ,JM,Sangster International Airport,NA,airport,18.498465,-77.91663,medium,1
3310,POT,JM,Ken Jones Airport,NA,airport,18.198334,-76.53555,medium,1
3311,NEG,JM,Negril Airport,NA,airport,18.308332,-78.333336,small,1
3312,KTP,JM,Tinson Pen Airport,NA,airport,17.9875,-76.82333,medium,1
3313,MIJ,MH,Mili Island Airport,OC,airport,6.083333,171.75,small,1
3314,HEB,MM,Henzada Airport,AS,airport,17.633333,95.46667,small,1
3315,ACA,MX,General Juan N Alvarez International Airport,NA,airport,16.762403,-99.75459,large,1
3316,NTR,MX,Del Norte International Airport,NA,airport,25.666668,-100.316666,medium,1
3317,AGU,MX,Jesus Teran International Airport,NA,airport,21.701416,-102.31374,medium,1
3318,HUX,MX,,NA,airport,15.768333,-96.23556,medium,1
3319,CNA,MX,Cananea Airport,NA,airport,31.0,-110.333336,small,1
3320,CVJ,MX,General Mariano Matamoros Airport,NA,airport,18.834608,-99.262276,medium,1
3321,ACN,MX,,NA,airport,29.3,-100.916664,small,1
3322,CME,MX,Ciudad del Carmen International Airport,NA,airport,18.65103,-91.802734,medium,1
3323,NCG,MX,Nuevo Casas Grandes Airport,NA,airport,30.416668,-107.916664,small,1
3324,CUL,MX,Federal de Bachigualato International Airport,NA,airport,24.76643,-107.46958,medium,1
3325,CTM,MX,Chetumal International Airport,NA,airport,18.481943,-88.333336,medium,1
3326,CEN,MX,,NA,airport,27.391945,-109.839165,medium,1
3327,CJT,MX,Comitan Airport,NA,airport,16.166668,-92.05,small,1
3328,CPE,MX,,NA,airport,19.835,-90.509445,medium,1
3329,CJS,MX,,NA,airport,31.63593,-106.4361,medium,1
3330,CZA,MX,Chichen Itza International Airport,NA,airport,20.666668,-88.566666,medium,1
3331,CUU,MX,General Roberto Fierro Villalobos International Airport,NA,airport,28.704048,-105.96952,medium,1
3332,CVM,MX,General Pedro Jose Mendez International Airport,NA,airport,23.713888,-98.96528,medium,1
3333,CYW,MX,Captain Rogelio Castillo National Airport,NA,airport,20.55,-100.9,medium,1
3334,CZM,MX,Cozumel International Airport,NA,airport,20.5112,-86.930466,medium,1
3335,CUA,MX,,NA,airport,25.036943,-111.664444,medium,1
3336,MMC,MX,Ciudad Mante National Airport,NA,airport,22.833332,-99.0,small,1
3337,DGO,MX,General Guadalupe Victoria International Airport,NA,airport,24.125,-104.525,medium,1
3338,TPQ,MX,Amado Nervo National Airport,NA,airport,21.5,-104.9,medium,1
3339,ESE,MX,Ensenada Airport,NA,airport,31.866667,-116.61667,small,1
3340,GDL,MX,Don Miguel Hidalgo Y Costilla International Airport,NA,airport,20.525198,-103.29921,large,1
3341,GYM,MX,,NA,airport,27.955557,-110.93056,medium,1
3342,GUB,MX,Guerrero Negro Airport,NA,airport,28.033333,-114.066666,small,1
3343,TCN,MX,Tehuacan Airport,NA,airport,18.499722,-97.41778,small,1
3344,HMO,MX,General Ignacio P. Garcia International Airport,NA,airport,29.089905,-111.051704,large,1
3345,CLQ,MX,Lic. Miguel de la Madrid Airport,NA,airport,19.3,-103.65,medium,1
3346,ISJ,MX,Isla Mujeres Airport,NA,airport,21.266666,-86.75,small,1
3347,SLW,MX,Plan De Guadalupe International Airport,NA,airport,25.55,-100.916664,medium,1
3348,IZT,MX,Ixtepec Airport,NA,airport,16.569166,-95.10833,medium,1
3349,JAL,MX,El Lencero Airport,NA,airport,19.472221,-96.781944,medium,1
3350,AZP,MX,Atizapan De Zaragoza Airport,NA,airport,19.416668,-99.1,small,1
3351,LZC,MX,,NA,airport,18.0,-102.21667,medium,1
3352,LMM,MX,Valle del Fuerte International Airport,NA,airport,25.816668,-108.98333,medium,1
3353,BJX,MX,,NA,airport,20.985699,-101.479,medium,1
3354,LAP,MX,,NA,airport,24.076088,-110.367836,medium,1
3355,LTO,MX,Loreto International Airport,NA,airport,25.983334,-111.35,medium,1
3356,MAM,MX,General Servando Canales International Airport,NA,airport,25.770279,-97.52361,medium,1
3357,MID,MX,Licenciado Manuel Crescencio Rejon Int Airport,NA,airport,20.933823,-89.66375,medium,1
3358,MUG,MX,Mulege Airport,NA,airport,26.916668,-111.98333,small,1
3359,MXL,MX,,NA,airport,32.6282,-115.248215,medium,1
3360,MLM,MX,General Francisco J. Mujica International Airport,NA,airport,19.84351,-101.02693,medium,1
3361,MTT,MX,,NA,airport,17.983334,-94.51667,medium,1
3362,LOV,MX,Monclova International Airport,NA,airport,26.9,-101.416664,medium,1
3363,MEX,MX,Licenciado Benito Juarez International Airport,NA,airport,19.435278,-99.07278,large,1
3364,MTY,MX,General Mariano Escobedo International Airport,NA,airport,25.77657,-100.114395,large,1
3365,MZT,MX,General Rafael Buelna International Airport,NA,airport,23.167315,-106.27015,medium,1
3366,NOG,MX,Nogales International Airport,NA,airport,31.333332,-110.933334,small,1
3367,NLD,MX,,NA,airport,27.434723,-99.566666,medium,1
3368,OAX,MX,,NA,airport,17.000883,-96.721634,medium,1
3369,PAZ,MX,,NA,airport,20.516666,-97.467224,medium,1
3370,PBC,MX,,NA,airport,19.135,-98.3675,medium,1
3371,PPE,MX,Puerto Penasco Airport,NA,closed,,,,0
3372,PDS,MX,Piedras Negras International Airport,NA,airport,28.628948,-100.53604,medium,1
3373,UPN,MX,Licenciado y General Ignacio Lopez Rayon Airport,NA,airport,19.411112,-102.04722,medium,1
3374,PQM,MX,Palenque International Airport,NA,airport,17.5,-92.00833,small,1
3375,PVR,MX,,NA,airport,20.678297,-105.24898,large,1
3376,PXM,MX,Puerto Escondido International Airport,NA,airport,15.85,-97.083336,medium,1
3377,QRO,MX,,NA,airport,20.6,-100.38333,medium,1
3378,REX,MX,General Lucio Blanco International Airport,NA,airport,26.0125,-98.23,medium,1
3379,SZT,MX,San Cristobal De Las Casas Airport,NA,airport,16.690556,-92.54417,small,1
3380,SJD,MX,Los Cabos International Airport,NA,airport,23.162354,-109.717285,large,1
3381,SFH,MX,San Felipe International Airport,NA,airport,31.0,-114.86667,small,1
3382,SLP,MX,Ponciano Arriaga International Airport,NA,airport,22.255466,-100.936806,medium,1
3383,TGM,MX,,NA,airport,46.533333,24.533333,medium,1
3384,TRC,MX,Francisco Sarabia International Airport,NA,airport,25.563066,-103.39874,medium,1
3385,TIJ,MX,,NA,airport,32.546284,-116.97466,large,1
3386,TAM,MX,General Francisco Javier Mina International Airport,NA,airport,22.289082,-97.87016,medium,1
3387,TSL,MX,Tamuin Airport,NA,airport,21.983334,-98.75,small,1
3388,TLC,MX,Licenciado Adolfo Lopez Mateos International Airport,NA,airport,19.333355,-99.56049,medium,1
3389,TAP,MX,Tapachula International Airport,NA,airport,14.909722,-92.25306,medium,1
3390,WIX,MX,Tuxpan Airport,NA,airport,,,small,1
3391,CUN,MX,,NA,airport,21.040457,-86.874435,large,1
3392,VSA,MX,,NA,airport,17.99243,-92.818985,medium,1
3393,VER,MX,General Heriberto Jara International Airport,NA,airport,19.142275,-96.18321,medium,1
3394,ZCL,MX,General Leobardo C. Ruiz International Airport,NA,airport,22.8,-102.55,medium,1
3395,ZIH,MX,Ixtapa Zihuatanejo International Airport,NA,airport,17.606783,-101.464066,medium,1
3396,ZMM,MX,Zamora Airport,NA,airport,19.983334,-102.26667,small,1
3397,ZLO,MX,Playa De Oro International Airport,NA,airport,19.113333,-104.350555,medium,1
3398,MXW,MN,Mandalgobi Airport,AS,airport,45.766666,106.28333,small,1
3399,ULG,MN,,AS,airport,48.966667,89.96667,small,1
3400,ULZ,MN,Jibhalanta Airport,AS,airport,47.75,96.85,small,1
3401,BEF,NI,Bluefields Airport,NA,airport,11.996944,-83.76861,medium,1
3402,BZA,NI,San Pedro Airport,NA,airport,13.95,-84.6,small,1
3403,RNI,NI,Corn Island,NA,airport,12.15,-83.066666,small,1
3404,MGA,NI,Augusto C. Sandino (Managua) International Airport,NA,airport,12.144838,-86.171265,medium,1
3405,NVG,NI,Nueva Guinea Airport,NA,airport,11.666667,-84.45,small,1
3406,PUZ,NI,Puerto Cabezas Airport,NA,airport,14.045278,-83.38361,medium,1
3407,RFS,NI,Rosita Airport,NA,airport,13.883333,-84.4,small,1
3408,NCR,NI,San Carlos,NA,airport,11.25,-84.833336,small,1
3409,SIU,NI,Siuna,NA,airport,13.727222,-84.77778,small,1
3410,WSP,NI,Waspam Airport,NA,airport,14.683333,-84.01667,small,1
3411,BOC,PA,Bocas Del Toro International Airport,NA,airport,9.34,-82.251945,medium,1
3412,CTD,PA,Alonso Valderrama Airport,NA,airport,7.966667,-80.433334,medium,1
3413,CHX,PA,,NA,airport,9.45,-82.45,medium,1
3414,DAV,PA,Enrique Malek International Airport,NA,airport,8.383333,-82.433334,medium,1
3415,ONX,PA,Enrique Adolfo Jimenez Airport,NA,airport,9.35,-79.9,medium,1
3416,BLB,PA,Howard Airport,NA,airport,8.914011,-79.59809,small,1
3417,JQE,PA,,NA,airport,7.5,-78.166664,small,1
3418,PLP,PA,Captain Ramon Xatruch Airport,NA,airport,8.333333,-78.13333,small,1
3419,PAC,PA,Marcos A. Gelabert International Airport,NA,airport,8.971004,-79.55561,medium,1
3420,SYP,PA,Ruben Cantu Airport,NA,airport,8.1,-80.98333,medium,1
3421,PTY,PA,Tocumen International Airport,NA,airport,9.066897,-79.38764,large,1
3422,NBL,PA,San Blas Airport,NA,airport,9.3,-79.0,small,1
3423,FON,CR,Arenal Airport,NA,airport,10.4,-84.48333,small,1
3424,TTQ,CR,Aerotortuguero Airport,NA,airport,10.566667,-83.51667,medium,1
3425,BAI,CR,Buenos Aires Airport,NA,airport,9.166667,-83.333336,medium,1
3426,BCL,CR,Barra del Colorado Airport,NA,airport,10.833333,-82.96667,medium,1
3427,CSC,CR,Codela Airport,NA,airport,10.766667,-85.48333,small,1
3428,OTR,CR,Coto 47 Airport,NA,airport,8.566667,-82.933334,medium,1
3429,RIK,CR,Carrillo Airport,NA,airport,9.866667,-85.48333,small,1
3430,TNO,CR,Cabo Velas Airport,NA,airport,10.314033,-85.815475,small,1
3431,FMG,CR,Flamingo Airport,NA,airport,10.416667,-85.78333,small,1
3432,GLF,CR,Golfito Airport,NA,airport,8.651389,-83.18083,medium,1
3433,GPL,CR,Guapiles Airport,NA,airport,10.2,-83.8,medium,1
3434,PBP,CR,Islita Airport,NA,airport,10.416667,-85.166664,small,1
3435,LIR,CR,Daniel Oduber Quiros International Airport,NA,airport,10.600005,-85.53839,medium,1
3436,LSL,CR,Los Chiles Airport,NA,airport,11.033333,-84.7,medium,1
3437,LIO,CR,Limon International Airport,NA,airport,9.955833,-83.02111,medium,1
3438,NCT,CR,Guanacaste Airport,NA,airport,10.138889,-85.445,small,1
3439,NOM,CR,Nosara Airport,NA,airport,-6.3,142.21666,medium,1
3440,SJO,CR,Juan Santamaria International Airport,NA,airport,9.998238,-84.20408,medium,1
3441,PJM,CR,Puerto Jimenez Airport,NA,airport,8.583333,-83.333336,medium,1
3442,PMZ,CR,Palmar Sur Airport,NA,airport,8.950836,-83.46598,medium,1
3443,SYQ,CR,Tobias Bolanos International Airport,NA,airport,9.95,-84.13333,medium,1
3444,XQP,CR,Quepos Managua Airport,NA,airport,9.439146,-84.13335,medium,1
3445,RFR,CR,Rio Frio / Progreso Airport,NA,airport,10.333333,-83.88333,small,1
3446,PLD,CR,Playa Samara Airport,NA,airport,10.25,-85.416664,small,1
3447,TOO,CR,San Vito De Java Airport,NA,airport,8.833333,-82.96667,medium,1
3448,TNO,CR,Tamarindo De Santa Cruz Airport,NA,airport,10.314033,-85.815475,small,1
3449,TMU,CR,Tambor Airport,NA,airport,9.733333,-85.01667,small,1
3450,UPL,CR,Upala Airport,NA,airport,10.783333,-85.03333,medium,1
3451,SAL,SV,El Salvador International Airport,NA,airport,13.445126,-89.05723,medium,1
3452,CYA,HT,Les Cayes Airport,NA,airport,18.269722,-73.78833,medium,1
3453,CAP,HT,Cap Haitien International Airport,NA,airport,19.732779,-72.195,medium,1
3454,JAK,HT,Jacmel Airport,NA,airport,18.240557,-72.51861,medium,1
3455,JEE,HT,,NA,airport,18.662222,-74.16972,medium,1
3456,PAP,HT,Toussaint Louverture International Airport,NA,airport,18.575394,-72.29471,medium,1
3457,PAX,HT,Port-de-Paix Airport,NA,airport,19.933332,-72.84167,medium,1
3458,MTU,MZ,Montepuez Airport,AF,airport,-13.133333,38.983334,small,1
3459,BCA,CU,Gustavo Rizo Airport,NA,airport,20.35,-74.5,medium,1
3460,BWW,CU,Las Brujas Airport,NA,airport,,,small,1
3461,BYM,CU,Carlos Manuel de Cespedes Airport,NA,airport,20.383333,-76.65,medium,1
3462,AVI,CU,Maximo Gomez Airport,NA,airport,22.025,-78.79139,medium,1
3463,CCC,CU,Jardines Del Rey Airport,NA,airport,22.461111,-78.32861,medium,1
3464,CFG,CU,Jaime Gonzalez Airport,NA,airport,22.15,-80.41417,medium,1
3465,CYO,CU,Vilo Acuna International Airport,NA,airport,21.616667,-81.51667,medium,1
3466,CMW,CU,Ignacio Agramonte International Airport,NA,airport,21.418612,-77.849724,medium,1
3467,QCO,CU,,NA,airport,,,small,1
3468,SCU,CU,Antonio Maceo International Airport,NA,airport,19.969168,-75.83583,medium,1
3469,NBW,CU,Leeward Point Field,NA,airport,20.166668,-75.23333,medium,1
3470,GAO,CU,Mariana Grajales Airport,NA,airport,20.084723,-75.15861,medium,1
3471,HAV,CU,,NA,airport,22.99845,-82.40818,large,1
3472,HOG,CU,Frank Pais International Airport,NA,airport,20.785278,-76.315,medium,1
3473,VRO,CU,Kawama Airport,NA,airport,23.133333,-81.3,medium,1
3474,LCL,CU,La Coloma Airport,NA,airport,22.283333,-83.61667,medium,1
3475,UMA,CU,Punta de Maisi Airport,NA,airport,,,small,1
3476,MJG,CU,Mayajigua Airport,NA,airport,21.758333,-79.0,small,1
3477,MOA,CU,Orestes Acosta Airport,NA,airport,20.5,-74.88333,medium,1
3478,MZO,CU,Sierra Maestra Airport,NA,airport,20.325,-77.12889,medium,1
3479,QSN,CU,San Nicolas De Bari Airport,NA,airport,,,medium,1
3480,ICR,CU,Nicaro Airport,NA,airport,20.983334,-75.975,small,1
3481,GER,CU,Rafael Cabrera Airport,NA,airport,21.8375,-82.78,medium,1
3482,UPB,CU,Playa Baracoa Airport,NA,airport,23.032778,-82.579445,medium,1
3483,QPD,CU,Pinar Del Rio Airport,NA,airport,,,medium,1
3484,SNU,CU,Abel Santamaria Airport,NA,airport,22.491943,-79.94194,medium,1
3485,SNJ,CU,San Julian Air Base,NA,airport,22.083332,-84.15,medium,1
3486,SZJ,CU,Siguanea Airport,NA,airport,21.643059,-82.954445,medium,1
3487,USS,CU,Sancti Spiritus Airport,NA,airport,21.866667,-79.55,small,1
3488,TND,CU,Alberto Delgado Airport,NA,airport,21.8,-80.0,medium,1
3489,VRA,CU,Juan Gualberto Gomez International Airport,NA,airport,23.039896,-81.43694,large,1
3490,VTU,CU,Hermanos Ameijeiras Airport,NA,airport,20.966667,-76.95,medium,1
3491,CYB,KY,Gerrard Smith International Airport,NA,airport,19.690191,-79.87941,medium,1
3492,LYB,KY,Edward Bodden Airfield,NA,airport,19.6592,-80.08472,medium,1
3493,GCM,KY,Owen Roberts International Airport,NA,airport,19.29637,-81.35779,large,1
3494,AJS,MX,Abreojos Airport,NA,airport,26.833332,-113.666664,small,1
3495,AZG,MX,Pablo L. Sidar Airport,NA,airport,19.068056,-102.352776,small,1
3496,CEO,MX,El Crucero Airport,NA,airport,-11.426389,15.101389,small,1
3497,NVJ,MX,Navojoa Airport,NA,airport,,,small,1
3498,PCM,MX,Playa del Carmen Airport,NA,airport,20.6,-87.1,small,1
3499,PCV,MX,Punta Chivato Airport,NA,airport,27.083332,-112.0,small,1
3500,PNO,MX,Pinotepa Nacional Airport,NA,airport,16.3425,-98.06944,small,1
3501,SCX,MX,Salina Cruz Naval Air Station,NA,airport,16.166668,-95.2,small,1
3502,SGM,MX,San Ignacio Airport,NA,airport,27.45,-113.0,small,1
3503,TUY,MX,Tulum Naval Air Station,NA,airport,20.216667,-87.46667,small,1
3504,UAC,MX,,NA,airport,32.45,-114.8,small,1
3505,XAL,MX,,NA,airport,27.016666,-108.933334,small,1
3506,GTB,MY,Genting Airport,AS,airport,2.116667,111.7,small,1
3507,GTK,MY,Sungei Tekai Airport,AS,airport,2.6,102.916664,small,1
3508,LBP,MY,Long Banga Airport,AS,airport,3.2,115.4,small,1
3509,LLM,MY,Long Lama Airport,AS,airport,3.766667,114.46667,small,1
3510,MZS,MY,Mostyn Airport,AS,airport,4.616667,118.15,small,1
3511,SPT,MY,Sipitang Airport,AS,airport,5.083333,115.55,small,1
3512,MAY,BS,Clarence A. Bain Airport,NA,airport,24.289722,-77.680275,medium,1
3513,ASD,BS,Andros Town Airport,NA,airport,24.697779,-77.79611,medium,1
3514,COX,BS,Congo Town Airport,NA,airport,24.15,-77.583336,medium,1
3515,MHH,BS,Marsh Harbour International Airport,NA,airport,26.513428,-77.07712,medium,1
3516,SAQ,BS,San Andros Airport,NA,airport,25.05,-78.05,medium,1
3517,AXP,BS,Spring Point Airport,NA,airport,22.45,-73.96667,medium,1
3518,TCB,BS,Treasure Cay Airport,NA,airport,26.735,-77.37222,medium,1
3519,WKR,BS,Abaco I Walker C Airport,NA,airport,27.266666,-78.4,small,1
3520,CCZ,BS,Chub Cay Airport,NA,airport,25.4175,-77.881386,medium,1
3521,GHC,BS,Great Harbour Cay Airport,NA,airport,25.738056,-77.84028,medium,1
3522,BIM,BS,South Bimini Airport,NA,airport,25.700066,-79.26399,medium,1
3523,ATC,BS,Arthur's Town Airport,NA,airport,24.62861,-75.67139,medium,1
3524,CAT,BS,New Bight Airport,NA,airport,24.315,-75.45361,medium,1
3525,CXY,BS,Cat Cay Airport,NA,airport,25.416668,-77.816666,small,1
3526,CRI,BS,Colonel Hill Airport,NA,airport,22.75,-74.15,medium,1
3527,PWN,BS,Pitts Town Airport,NA,airport,22.833332,-74.35,small,1
3528,GGT,BS,Exuma International Airport,NA,airport,23.564018,-75.872475,medium,1
3529,ELH,BS,North Eleuthera Airport,NA,airport,25.476917,-76.68192,medium,1
3530,GHB,BS,Governor's Harbour Airport,NA,airport,25.280489,-76.32488,medium,1
3531,NMC,BS,Normans Cay Airport,NA,airport,24.59361,-76.82,medium,1
3532,RSD,BS,Rock Sound Airport,NA,airport,24.891666,-76.178055,medium,1
3533,TYM,BS,Staniel Cay Airport,NA,airport,24.15,-76.433334,medium,1
3534,FPO,BS,Grand Bahama International Airport,NA,airport,26.547293,-78.7052,medium,1
3535,WTD,BS,West End Airport,NA,airport,26.686111,-78.97583,small,1
3536,IGA,BS,Inagua Airport,NA,airport,20.983334,-73.666664,medium,1
3537,LGI,BS,Deadman's Cay Airport,NA,airport,23.179443,-75.09055,medium,1
3538,SML,BS,Stella Maris Airport,NA,airport,23.583332,-75.26806,medium,1
3539,MYG,BS,Mayaguana Airport,NA,airport,22.376667,-73.01833,medium,1
3540,NAS,BS,Lynden Pindling International Airport,NA,airport,25.048223,-77.463776,large,1
3541,PID,BS,Nassau Paradise Island Airport,NA,airport,25.083332,-77.3,small,1
3542,DCT,BS,Duncan Town Airport,NA,airport,22.25,-75.75,medium,1
3543,RCY,BS,Rum Cay Airport,NA,airport,23.684307,-74.83502,small,1
3544,ZSA,BS,San Salvador Airport,NA,airport,24.06,-74.53306,medium,1
3545,MFW,MZ,Magaruque Airport,AF,closed,,,,0
3546,TGS,MZ,,AF,airport,-24.616667,32.416668,small,1
3547,BZE,BZ,Philip S. W. Goldson International Airport,NA,airport,17.539167,-88.308334,large,1
3548,NBS,CN,Changbaishan Airport,AS,airport,42.083332,127.6,medium,1
3549,AIT,CK,Aitutaki Airport,OC,airport,-18.829443,-159.767,small,1
3550,AIU,CK,Enua Airport,OC,airport,-20.033333,-158.1,small,1
3551,MGS,CK,Mangaia Island Airport,OC,airport,-21.933332,-157.93333,small,1
3552,MHX,CK,Manihiki Island Airport,OC,airport,-10.366667,-161.0,small,1
3553,MUK,CK,Mauke Airport,OC,airport,-19.333332,-158.5,small,1
3554,MOI,CK,Mitiaro Island Airport,OC,airport,-19.84166,-157.71121,small,1
3555,PYE,CK,Tongareva Airport,OC,airport,-9.016667,-158.03334,small,1
3556,RAR,CK,Rarotonga International Airport,OC,airport,-21.19992,-159.79852,medium,1
3557,ICI,FJ,Cicia Airport,OC,airport,-17.75,-179.33333,small,1
3558,NAN,FJ,Nadi International Airport,OC,airport,-17.75327,177.45161,medium,1
3559,PTF,FJ,Malolo Lailai Island Airport,OC,airport,-17.783333,177.21666,small,1
3560,KDV,FJ,Vunisea Airport,OC,airport,-19.053968,178.15607,small,1
3561,MNF,FJ,Mana Island Airport,OC,airport,-17.633333,177.11667,small,1
3562,MFJ,FJ,Moala Airport,OC,airport,-18.566668,179.93333,small,1
3563,SUV,FJ,Nausori International Airport,OC,airport,-18.045885,178.55981,medium,1
3564,LEV,FJ,Levuka Airfield,OC,airport,-17.683332,178.83333,small,1
3565,NGI,FJ,Ngau Airport,OC,airport,-18.0,179.33333,small,1
3566,LUC,FJ,Laucala Island Airport,OC,airport,-16.748056,179.66695,small,1
3567,LKB,FJ,Lakeba Island Airport,OC,airport,-18.2,179.2,small,1
3568,LBS,FJ,Labasa Airport,OC,airport,-16.466215,179.33766,medium,1
3569,TVU,FJ,Matei Airport,OC,airport,-16.693056,179.87416,small,1
3570,KXF,FJ,Koro Island Airport,OC,airport,-17.333332,179.83333,small,1
3571,RTA,FJ,Rotuma Airport,OC,airport,-12.4825,177.0711,small,1
3572,SVU,FJ,Savusavu Airport,OC,airport,-16.798828,179.33913,small,1
3573,VAU,FJ,Vatukoula Airport,OC,airport,-17.5,177.86667,small,1
3574,KAY,FJ,Wakaya Island Airport,OC,airport,-17.041111,178.56612,small,1
3575,ONU,FJ,Ono-I-Lau Airport,OC,airport,-16.333332,179.0,small,1
3576,YAS,FJ,Yasawa Island Airport,OC,airport,-16.759281,177.54515,small,1
3577,EUA,TO,Kaufana Airport,OC,airport,-21.377012,-174.95699,small,1
3578,TBU,TO,Fua'amotu International Airport,OC,airport,-21.24117,-175.14131,medium,1
3579,HPA,TO,Lifuka Island Airport,OC,airport,-19.778538,-174.34088,medium,1
3580,NFO,TO,Mata'aho Airport,OC,airport,-15.6,-175.65,small,1
3581,NTT,TO,Kuini Lavenia Airport,OC,airport,-15.5,-174.0,small,1
3582,VAV,TO,Vava'u International Airport,OC,airport,-18.585537,-173.96436,medium,1
3583,VBV,FJ,Vanua Balavu Airport,OC,airport,-17.233334,-178.95,small,1
3584,VTF,FJ,Vatulele Airport,OC,airport,-18.55,177.61667,small,1
3585,GMO,NG,Gombe Lawanti International Airport,AF,airport,10.298056,10.898889,medium,1
3586,PHG,NG,Port Harcourt City Airport,AF,airport,5.033333,6.833333,small,1
3587,BCU,NG,Bauchi Airport,AF,airport,10.366667,9.8,small,1
3588,QRW,NG,Warri Airport,AF,airport,5.594487,5.819282,medium,1
3589,ABF,KI,Abaiang Airport,OC,airport,1.670833,173.30417,small,1
3590,BEZ,KI,Beru Airport,OC,airport,-1.333333,176.0,small,1
3591,FUN,TV,Funafuti International Airport,OC,airport,-8.516667,179.20833,medium,1
3592,KUC,KI,Kuria Airport,OC,airport,0.233333,173.38333,small,1
3593,MNK,KI,Maiana Airport,OC,airport,1.0,173.0,small,1
3594,MZK,KI,Marakei Airport,OC,airport,1.983333,173.66667,small,1
3595,MTK,KI,Makin Island Airport,OC,airport,3.0,174.0,small,1
3596,NIG,KI,Nikunau Airport,OC,airport,-1.333333,176.41667,small,1
